Driver,session_id,season,Final_Race_Position
99,2019_7,2019,13.0
8,2019_7,2019,14.0
7,2019_7,2019,15.0
63,2019_7,2019,16.0
20,2019_7,2019,17.0
88,2019_7,2019,18.0
23,2019_7,2019,19.0
4,2019_7,2019,20.0
44,2019_8,2019,1.0
77,2019_8,2019,2.0
16,2019_8,2019,3.0
33,2019_8,2019,4.0
5,2019_8,2019,5.0
55,2019_8,2019,6.0
7,2019_8,2019,7.0
27,2019_8,2019,8.0
4,2019_8,2019,9.0
10,2019_8,2019,10.0
3,2019_8,2019,11.0
11,2019_8,2019,12.0
18,2019_8,2019,13.0
26,2019_8,2019,14.0
23,2019_8,2019,15.0
99,2019_8,2019,16.0
20,2019_8,2019,17.0
88,2019_8,2019,18.0
63,2019_8,2019,19.0
8,2019_8,2019,20.0
33,2019_9,2019,1.0
16,2019_9,2019,2.0
77,2019_9,2019,3.0
5,2019_9,2019,4.0
44,2019_9,2019,5.0
4,2019_9,2019,6.0
10,2019_9,2019,7.0
55,2019_9,2019,8.0
7,2019_9,2019,9.0
99,2019_9,2019,10.0
11,2019_9,2019,11.0
3,2019_9,2019,12.0
27,2019_9,2019,13.0
18,2019_9,2019,14.0
23,2019_9,2019,15.0
8,2019_9,2019,16.0
26,2019_9,2019,17.0
63,2019_9,2019,18.0
20,2019_9,2019,19.0
88,2019_9,2019,20.0
44,2019_10,2019,1.0
77,2019_10,2019,2.0
16,2019_10,2019,3.0
10,2019_10,2019,4.0
33,2019_10,2019,5.0
55,2019_10,2019,6.0
3,2019_10,2019,7.0
7,2019_10,2019,8.0
26,2019_10,2019,9.0
27,2019_10,2019,10.0
4,2019_10,2019,11.0
23,2019_10,2019,12.0
18,2019_10,2019,13.0
63,2019_10,2019,14.0
88,2019_10,2019,15.0
5,2019_10,2019,16.0
11,2019_10,2019,17.0
99,2019_10,2019,18.0
8,2019_10,2019,19.0
20,2019_10,2019,20.0
33,2019_11,2019,1.0
5,2019_11,2019,2.0
26,2019_11,2019,3.0
18,2019_11,2019,4.0
55,2019_11,2019,5.0
23,2019_11,2019,6.0
8,2019_11,2019,7.0
20,2019_11,2019,8.0
44,2019_11,2019,9.0
88,2019_11,2019,10.0
63,2019_11,2019,11.0
7,2019_11,2019,12.0
99,2019_11,2019,13.0
10,2019_11,2019,14.0
77,2019_11,2019,15.0
27,2019_11,2019,16.0
16,2019_11,2019,17.0
4,2019_11,2019,18.0
3,2019_11,2019,19.0
11,2019_11,2019,20.0
44,2019_12,2019,1.0
33,2019_12,2019,2.0
5,2019_12,2019,3.0
16,2019_12,2019,4.0
55,2019_12,2019,5.0
10,2019_12,2019,6.0
7,2019_12,2019,7.0
77,2019_12,2019,8.0
4,2019_12,2019,9.0
23,2019_12,2019,10.0
11,2019_12,2019,11.0
27,2019_12,2019,12.0
20,2019_12,2019,13.0
3,2019_12,2019,14.0
26,2019_12,2019,15.0
63,2019_12,2019,16.0
18,2019_12,2019,17.0
99,2019_12,2019,18.0
88,2019_12,2019,19.0
8,2019_12,2019,20.0
16,2019_13,2019,1.0
44,2019_13,2019,2.0
77,2019_13,2019,3.0
5,2019_13,2019,4.0
23,2019_13,2019,5.0
11,2019_13,2019,6.0
26,2019_13,2019,7.0
27,2019_13,2019,8.0
10,2019_13,2019,9.0
18,2019_13,2019,10.0
4,2019_13,2019,11.0
20,2019_13,2019,12.0
8,2019_13,2019,13.0
3,2019_13,2019,14.0
63,2019_13,2019,15.0
7,2019_13,2019,16.0
88,2019_13,2019,17.0
99,2019_13,2019,18.0
55,2019_13,2019,19.0
33,2019_13,2019,20.0
16,2019_14,2019,1.0
77,2019_14,2019,2.0
44,2019_14,2019,3.0
3,2019_14,2019,4.0
27,2019_14,2019,5.0
23,2019_14,2019,6.0
11,2019_14,2019,7.0
33,2019_14,2019,8.0
99,2019_14,2019,9.0
4,2019_14,2019,10.0
10,2019_14,2019,11.0
18,2019_14,2019,12.0
5,2019_14,2019,13.0
63,2019_14,2019,14.0
7,2019_14,2019,15.0
8,2019_14,2019,16.0
88,2019_14,2019,17.0
20,2019_14,2019,18.0
26,2019_14,2019,19.0
55,2019_14,2019,20.0
5,2019_15,2019,1.0
16,2019_15,2019,2.0
33,2019_15,2019,3.0
44,2019_15,2019,4.0
77,2019_15,2019,5.0
23,2019_15,2019,6.0
4,2019_15,2019,7.0
10,2019_15,2019,8.0
27,2019_15,2019,9.0
99,2019_15,2019,10.0
8,2019_15,2019,11.0
55,2019_15,2019,12.0
18,2019_15,2019,13.0
3,2019_15,2019,14.0
26,2019_15,2019,15.0
88,2019_15,2019,16.0
20,2019_15,2019,17.0
7,2019_15,2019,18.0
11,2019_15,2019,19.0
63,2019_15,2019,20.0
44,2019_16,2019,1.0
77,2019_16,2019,2.0
16,2019_16,2019,3.0
33,2019_16,2019,4.0
23,2019_16,2019,5.0
55,2019_16,2019,6.0
11,2019_16,2019,7.0
4,2019_16,2019,8.0
20,2019_16,2019,9.0
27,2019_16,2019,10.0
18,2019_16,2019,11.0
26,2019_16,2019,12.0
7,2019_16,2019,13.0
10,2019_16,2019,14.0
99,2019_16,2019,15.0
88,2019_16,2019,16.0
63,2019_16,2019,17.0
5,2019_16,2019,18.0
3,2019_16,2019,19.0
8,2019_16,2019,20.0
77,2019_17,2019,1.0
5,2019_17,2019,2.0
44,2019_17,2019,3.0
23,2019_17,2019,4.0
55,2019_17,2019,5.0
16,2019_17,2019,6.0
10,2019_17,2019,7.0
11,2019_17,2019,8.0
18,2019_17,2019,9.0
26,2019_17,2019,10.0
4,2019_17,2019,11.0
7,2019_17,2019,12.0
8,2019_17,2019,13.0
99,2019_17,2019,14.0
20,2019_17,2019,15.0
63,2019_17,2019,16.0
88,2019_17,2019,17.0
33,2019_17,2019,18.0
3,2019_17,2019,19.0
27,2019_17,2019,20.0
44,2019_18,2019,1.0
5,2019_18,2019,2.0
77,2019_18,2019,3.0
16,2019_18,2019,4.0
23,2019_18,2019,5.0
33,2019_18,2019,6.0
11,2019_18,2019,7.0
3,2019_18,2019,8.0
10,2019_18,2019,9.0
27,2019_18,2019,10.0
26,2019_18,2019,11.0
18,2019_18,2019,12.0
55,2019_18,2019,13.0
99,2019_18,2019,14.0
20,2019_18,2019,15.0
63,2019_18,2019,16.0
8,2019_18,2019,17.0
88,2019_18,2019,18.0
7,2019_18,2019,19.0
4,2019_18,2019,20.0
77,2019_19,2019,1.0
44,2019_19,2019,2.0
33,2019_19,2019,3.0
16,2019_19,2019,4.0
23,2019_19,2019,5.0
3,2019_19,2019,6.0
4,2019_19,2019,7.0
55,2019_19,2019,8.0
27,2019_19,2019,9.0
11,2019_19,2019,10.0
7,2019_19,2019,11.0
26,2019_19,2019,12.0
18,2019_19,2019,13.0
99,2019_19,2019,14.0
8,2019_19,2019,15.0
10,2019_19,2019,16.0
63,2019_19,2019,17.0
20,2019_19,2019,18.0
88,2019_19,2019,19.0
5,2019_19,2019,20.0
33,2019_20,2019,1.0
10,2019_20,2019,2.0
55,2019_20,2019,3.0
7,2019_20,2019,4.0
99,2019_20,2019,5.0
3,2019_20,2019,6.0
44,2019_20,2019,7.0
4,2019_20,2019,8.0
11,2019_20,2019,9.0
26,2019_20,2019,10.0
20,2019_20,2019,11.0
63,2019_20,2019,12.0
8,2019_20,2019,13.0
23,2019_20,2019,14.0
27,2019_20,2019,15.0
88,2019_20,2019,16.0
5,2019_20,2019,17.0
16,2019_20,2019,18.0
18,2019_20,2019,19.0
77,2019_20,2019,20.0
44,2019_21,2019,1.0
33,2019_21,2019,2.0
16,2019_21,2019,3.0
77,2019_21,2019,4.0
5,2019_21,2019,5.0
23,2019_21,2019,6.0
11,2019_21,2019,7.0
4,2019_21,2019,8.0
26,2019_21,2019,9.0
55,2019_21,2019,10.0
3,2019_21,2019,11.0
27,2019_21,2019,12.0
7,2019_21,2019,13.0
20,2019_21,2019,14.0
8,2019_21,2019,15.0
99,2019_21,2019,16.0
63,2019_21,2019,17.0
10,2019_21,2019,18.0
88,2019_21,2019,19.0
18,2019_21,2019,20.0
77,2020_1,2020,1.0
16,2020_1,2020,2.0
4,2020_1,2020,3.0
44,2020_1,2020,4.0
55,2020_1,2020,5.0
11,2020_1,2020,6.0
10,2020_1,2020,7.0
31,2020_1,2020,8.0
99,2020_1,2020,9.0
5,2020_1,2020,10.0
6,2020_1,2020,11.0
26,2020_1,2020,12.0
23,2020_1,2020,13.0
7,2020_1,2020,14.0
63,2020_1,2020,15.0
8,2020_1,2020,16.0
20,2020_1,2020,17.0
18,2020_1,2020,18.0
3,2020_1,2020,19.0
33,2020_1,2020,20.0
44,2020_2,2020,1.0
77,2020_2,2020,2.0
33,2020_2,2020,3.0
23,2020_2,2020,4.0
4,2020_2,2020,5.0
11,2020_2,2020,6.0
18,2020_2,2020,7.0
3,2020_2,2020,8.0
55,2020_2,2020,9.0
26,2020_2,2020,10.0
7,2020_2,2020,11.0
20,2020_2,2020,12.0
8,2020_2,2020,13.0
99,2020_2,2020,14.0
10,2020_2,2020,15.0
63,2020_2,2020,16.0
6,2020_2,2020,17.0
31,2020_2,2020,18.0
16,2020_2,2020,19.0
5,2020_2,2020,20.0
44,2020_3,2020,1.0
33,2020_3,2020,2.0
77,2020_3,2020,3.0
18,2020_3,2020,4.0
23,2020_3,2020,5.0
5,2020_3,2020,6.0
11,2020_3,2020,7.0
3,2020_3,2020,8.0
55,2020_3,2020,9.0
20,2020_3,2020,10.0
16,2020_3,2020,11.0
26,2020_3,2020,12.0
4,2020_3,2020,13.0
31,2020_3,2020,14.0
7,2020_3,2020,15.0
8,2020_3,2020,16.0
99,2020_3,2020,17.0
63,2020_3,2020,18.0
6,2020_3,2020,19.0
10,2020_3,2020,20.0
44,2020_4,2020,1.0
33,2020_4,2020,2.0
16,2020_4,2020,3.0
3,2020_4,2020,4.0
4,2020_4,2020,5.0
31,2020_4,2020,6.0
10,2020_4,2020,7.0
23,2020_4,2020,8.0
18,2020_4,2020,9.0
5,2020_4,2020,10.0
77,2020_4,2020,11.0
63,2020_4,2020,12.0
55,2020_4,2020,13.0
99,2020_4,2020,14.0
6,2020_4,2020,15.0
8,2020_4,2020,16.0
7,2020_4,2020,17.0
26,2020_4,2020,18.0
20,2020_4,2020,19.0
27,2020_4,2020,20.0
33,2020_5,2020,1.0
44,2020_5,2020,2.0
77,2020_5,2020,3.0
16,2020_5,2020,4.0
23,2020_5,2020,5.0
18,2020_5,2020,6.0
27,2020_5,2020,7.0
31,2020_5,2020,8.0
4,2020_5,2020,9.0
26,2020_5,2020,10.0
10,2020_5,2020,11.0
5,2020_5,2020,12.0
55,2020_5,2020,13.0
3,2020_5,2020,14.0
7,2020_5,2020,15.0
8,2020_5,2020,16.0
99,2020_5,2020,17.0
63,2020_5,2020,18.0
6,2020_5,2020,19.0
20,2020_5,2020,20.0
44,2020_6,2020,1.0
33,2020_6,2020,2.0
77,2020_6,2020,3.0
18,2020_6,2020,4.0
11,2020_6,2020,5.0
55,2020_6,2020,6.0
5,2020_6,2020,7.0
23,2020_6,2020,8.0
10,2020_6,2020,9.0
4,2020_6,2020,10.0
3,2020_6,2020,11.0
26,2020_6,2020,12.0
31,2020_6,2020,13.0
7,2020_6,2020,14.0
20,2020_6,2020,15.0
99,2020_6,2020,16.0
63,2020_6,2020,17.0
6,2020_6,2020,18.0
8,2020_6,2020,19.0
16,2020_6,2020,20.0
44,2020_7,2020,1.0
77,2020_7,2020,2.0
33,2020_7,2020,3.0
3,2020_7,2020,4.0
31,2020_7,2020,5.0
23,2020_7,2020,6.0
4,2020_7,2020,7.0
10,2020_7,2020,8.0
18,2020_7,2020,9.0
11,2020_7,2020,10.0
26,2020_7,2020,11.0
7,2020_7,2020,12.0
5,2020_7,2020,13.0
16,2020_7,2020,14.0
8,2020_7,2020,15.0
6,2020_7,2020,16.0
20,2020_7,2020,17.0
99,2020_7,2020,18.0
63,2020_7,2020,19.0
55,2020_7,2020,20.0
10,2020_8,2020,1.0
55,2020_8,2020,2.0
18,2020_8,2020,3.0
4,2020_8,2020,4.0
77,2020_8,2020,5.0
3,2020_8,2020,6.0
44,2020_8,2020,7.0
31,2020_8,2020,8.0
26,2020_8,2020,9.0
11,2020_8,2020,10.0
6,2020_8,2020,11.0
8,2020_8,2020,12.0
7,2020_8,2020,13.0
63,2020_8,2020,14.0
23,2020_8,2020,15.0
99,2020_8,2020,16.0
33,2020_8,2020,17.0
16,2020_8,2020,18.0
20,2020_8,2020,19.0
5,2020_8,2020,20.0
44,2020_9,2020,1.0
77,2020_9,2020,2.0
23,2020_9,2020,3.0
3,2020_9,2020,4.0
11,2020_9,2020,5.0
4,2020_9,2020,6.0
26,2020_9,2020,7.0
16,2020_9,2020,8.0
7,2020_9,2020,9.0
5,2020_9,2020,10.0
63,2020_9,2020,11.0
8,2020_9,2020,12.0
18,2020_9,2020,13.0
31,2020_9,2020,14.0
6,2020_9,2020,15.0
20,2020_9,2020,16.0
99,2020_9,2020,17.0
55,2020_9,2020,18.0
33,2020_9,2020,19.0
10,2020_9,2020,20.0
77,2020_10,2020,1.0
33,2020_10,2020,2.0
44,2020_10,2020,3.0
11,2020_10,2020,4.0
3,2020_10,2020,5.0
16,2020_10,2020,6.0
31,2020_10,2020,7.0
26,2020_10,2020,8.0
10,2020_10,2020,9.0
23,2020_10,2020,10.0
99,2020_10,2020,11.0
20,2020_10,2020,12.0
5,2020_10,2020,13.0
7,2020_10,2020,14.0
4,2020_10,2020,15.0
6,2020_10,2020,16.0
8,2020_10,2020,17.0
63,2020_10,2020,18.0
55,2020_10,2020,19.0
18,2020_10,2020,20.0
44,2020_11,2020,1.0
33,2020_11,2020,2.0
3,2020_11,2020,3.0
11,2020_11,2020,4.0
55,2020_11,2020,5.0
10,2020_11,2020,6.0
16,2020_11,2020,7.0
27,2020_11,2020,8.0
8,2020_11,2020,9.0
99,2020_11,2020,10.0
5,2020_11,2020,11.0
7,2020_11,2020,12.0
20,2020_11,2020,13.0
6,2020_11,2020,14.0
26,2020_11,2020,15.0
4,2020_11,2020,16.0
23,2020_11,2020,17.0
31,2020_11,2020,18.0
77,2020_11,2020,19.0
63,2020_11,2020,20.0
44,2020_12,2020,1.0
77,2020_12,2020,2.0
33,2020_12,2020,3.0
16,2020_12,2020,4.0
10,2020_12,2020,5.0
55,2020_12,2020,6.0
11,2020_12,2020,7.0
31,2020_12,2020,8.0
3,2020_12,2020,9.0
5,2020_12,2020,10.0
7,2020_12,2020,11.0
23,2020_12,2020,12.0
4,2020_12,2020,13.0
63,2020_12,2020,14.0
99,2020_12,2020,15.0
20,2020_12,2020,16.0
8,2020_12,2020,17.0
6,2020_12,2020,18.0
26,2020_12,2020,19.0
18,2020_12,2020,20.0
44,2020_13,2020,1.0
77,2020_13,2020,2.0
3,2020_13,2020,3.0
26,2020_13,2020,4.0
16,2020_13,2020,5.0
11,2020_13,2020,6.0
55,2020_13,2020,7.0
4,2020_13,2020,8.0
7,2020_13,2020,9.0
99,2020_13,2020,10.0
6,2020_13,2020,11.0
5,2020_13,2020,12.0
18,2020_13,2020,13.0
8,2020_13,2020,14.0
23,2020_13,2020,15.0
63,2020_13,2020,16.0
33,2020_13,2020,17.0
20,2020_13,2020,18.0
31,2020_13,2020,19.0
10,2020_13,2020,20.0
44,2020_14,2020,1.0
11,2020_14,2020,2.0
5,2020_14,2020,3.0
16,2020_14,2020,4.0
55,2020_14,2020,5.0
33,2020_14,2020,6.0
23,2020_14,2020,7.0
4,2020_14,2020,8.0
18,2020_14,2020,9.0
3,2020_14,2020,10.0
31,2020_14,2020,11.0
26,2020_14,2020,12.0
10,2020_14,2020,13.0
77,2020_14,2020,14.0
7,2020_14,2020,15.0
63,2020_14,2020,16.0
20,2020_14,2020,17.0
8,2020_14,2020,18.0
6,2020_14,2020,19.0
99,2020_14,2020,20.0
44,2020_15,2020,1.0
33,2020_15,2020,2.0
23,2020_15,2020,3.0
4,2020_15,2020,4.0
55,2020_15,2020,5.0
10,2020_15,2020,6.0
3,2020_15,2020,7.0
77,2020_15,2020,8.0
31,2020_15,2020,9.0
16,2020_15,2020,10.0
26,2020_15,2020,11.0
63,2020_15,2020,12.0
5,2020_15,2020,13.0
6,2020_15,2020,14.0
7,2020_15,2020,15.0
99,2020_15,2020,16.0
20,2020_15,2020,17.0
11,2020_15,2020,18.0
18,2020_15,2020,19.0
8,2020_15,2020,20.0
11,2020_16,2020,1.0
31,2020_16,2020,2.0
18,2020_16,2020,3.0
55,2020_16,2020,4.0
3,2020_16,2020,5.0
23,2020_16,2020,6.0
26,2020_16,2020,7.0
77,2020_16,2020,8.0
63,2020_16,2020,9.0
4,2020_16,2020,10.0
10,2020_16,2020,11.0
5,2020_16,2020,12.0
99,2020_16,2020,13.0
7,2020_16,2020,14.0
20,2020_16,2020,15.0
89,2020_16,2020,16.0
51,2020_16,2020,17.0
6,2020_16,2020,18.0
33,2020_16,2020,19.0
16,2020_16,2020,20.0
33,2020_17,2020,1.0
77,2020_17,2020,2.0
44,2020_17,2020,3.0
23,2020_17,2020,4.0
4,2020_17,2020,5.0
55,2020_17,2020,6.0
3,2020_17,2020,7.0
10,2020_17,2020,8.0
31,2020_17,2020,9.0
18,2020_17,2020,10.0
26,2020_17,2020,11.0
7,2020_17,2020,12.0
16,2020_17,2020,13.0
5,2020_17,2020,14.0
63,2020_17,2020,15.0
99,2020_17,2020,16.0
6,2020_17,2020,17.0
20,2020_17,2020,18.0
51,2020_17,2020,19.0
11,2020_17,2020,20.0
44,2021_1,2021,1.0
33,2021_1,2021,2.0
77,2021_1,2021,3.0
4,2021_1,2021,4.0
11,2021_1,2021,5.0
16,2021_1,2021,6.0
3,2021_1,2021,7.0
55,2021_1,2021,8.0
22,2021_1,2021,9.0
18,2021_1,2021,10.0
7,2021_1,2021,11.0
99,2021_1,2021,12.0
31,2021_1,2021,13.0
63,2021_1,2021,14.0
5,2021_1,2021,15.0
47,2021_1,2021,16.0
10,2021_1,2021,17.0
6,2021_1,2021,18.0
14,2021_1,2021,19.0
9,2021_1,2021,20.0
33,2021_2,2021,1.0
44,2021_2,2021,2.0
4,2021_2,2021,3.0
16,2021_2,2021,4.0
55,2021_2,2021,5.0
3,2021_2,2021,6.0
10,2021_2,2021,7.0
18,2021_2,2021,8.0
31,2021_2,2021,9.0
14,2021_2,2021,10.0
11,2021_2,2021,11.0
22,2021_2,2021,12.0
7,2021_2,2021,13.0
99,2021_2,2021,14.0
5,2021_2,2021,15.0
47,2021_2,2021,16.0
9,2021_2,2021,17.0
77,2021_2,2021,18.0
63,2021_2,2021,19.0
6,2021_2,2021,20.0
44,2021_3,2021,1.0
33,2021_3,2021,2.0
77,2021_3,2021,3.0
11,2021_3,2021,4.0
4,2021_3,2021,5.0
16,2021_3,2021,6.0
31,2021_3,2021,7.0
14,2021_3,2021,8.0
3,2021_3,2021,9.0
10,2021_3,2021,10.0
55,2021_3,2021,11.0
99,2021_3,2021,12.0
5,2021_3,2021,13.0
18,2021_3,2021,14.0
22,2021_3,2021,15.0
63,2021_3,2021,16.0
47,2021_3,2021,17.0
6,2021_3,2021,18.0
9,2021_3,2021,19.0
7,2021_3,2021,20.0
44,2021_4,2021,1.0
33,2021_4,2021,2.0
77,2021_4,2021,3.0
16,2021_4,2021,4.0
11,2021_4,2021,5.0
3,2021_4,2021,6.0
55,2021_4,2021,7.0
4,2021_4,2021,8.0
31,2021_4,2021,9.0
10,2021_4,2021,10.0
18,2021_4,2021,11.0
7,2021_4,2021,12.0
5,2021_4,2021,13.0
63,2021_4,2021,14.0
99,2021_4,2021,15.0
6,2021_4,2021,16.0
14,2021_4,2021,17.0
47,2021_4,2021,18.0
9,2021_4,2021,19.0
22,2021_4,2021,20.0
33,2021_5,2021,1.0
55,2021_5,2021,2.0
4,2021_5,2021,3.0
11,2021_5,2021,4.0
5,2021_5,2021,5.0
10,2021_5,2021,6.0
44,2021_5,2021,7.0
18,2021_5,2021,8.0
31,2021_5,2021,9.0
99,2021_5,2021,10.0
7,2021_5,2021,11.0
3,2021_5,2021,12.0
14,2021_5,2021,13.0
63,2021_5,2021,14.0
6,2021_5,2021,15.0
22,2021_5,2021,16.0
9,2021_5,2021,17.0
47,2021_5,2021,18.0
77,2021_5,2021,19.0
16,2021_5,2021,20.0
11,2021_6,2021,1.0
5,2021_6,2021,2.0
10,2021_6,2021,3.0
16,2021_6,2021,4.0
4,2021_6,2021,5.0
14,2021_6,2021,6.0
22,2021_6,2021,7.0
55,2021_6,2021,8.0
3,2021_6,2021,9.0
7,2021_6,2021,10.0
99,2021_6,2021,11.0
77,2021_6,2021,12.0
47,2021_6,2021,13.0
9,2021_6,2021,14.0
44,2021_6,2021,15.0
6,2021_6,2021,16.0
63,2021_6,2021,17.0
33,2021_6,2021,18.0
18,2021_6,2021,19.0
31,2021_6,2021,20.0
33,2021_7,2021,1.0
44,2021_7,2021,2.0
11,2021_7,2021,3.0
77,2021_7,2021,4.0
4,2021_7,2021,5.0
3,2021_7,2021,6.0
10,2021_7,2021,7.0
14,2021_7,2021,8.0
5,2021_7,2021,9.0
18,2021_7,2021,10.0
55,2021_7,2021,11.0
63,2021_7,2021,12.0
22,2021_7,2021,13.0
31,2021_7,2021,14.0
99,2021_7,2021,15.0
16,2021_7,2021,16.0
7,2021_7,2021,17.0
6,2021_7,2021,18.0
47,2021_7,2021,19.0
9,2021_7,2021,20.0
33,2021_8,2021,1.0
44,2021_8,2021,2.0
77,2021_8,2021,3.0
11,2021_8,2021,4.0
4,2021_8,2021,5.0
55,2021_8,2021,6.0
16,2021_8,2021,7.0
18,2021_8,2021,8.0
14,2021_8,2021,9.0
22,2021_8,2021,10.0
7,2021_8,2021,11.0
5,2021_8,2021,12.0
3,2021_8,2021,13.0
31,2021_8,2021,14.0
99,2021_8,2021,15.0
47,2021_8,2021,16.0
6,2021_8,2021,17.0
9,2021_8,2021,18.0
63,2021_8,2021,19.0
10,2021_8,2021,20.0
33,2021_9,2021,1.0
77,2021_9,2021,2.0
4,2021_9,2021,3.0
44,2021_9,2021,4.0
55,2021_9,2021,5.0
11,2021_9,2021,6.0
3,2021_9,2021,7.0
16,2021_9,2021,8.0
10,2021_9,2021,9.0
14,2021_9,2021,10.0
63,2021_9,2021,11.0
22,2021_9,2021,12.0
18,2021_9,2021,13.0
99,2021_9,2021,14.0
7,2021_9,2021,15.0
6,2021_9,2021,16.0
5,2021_9,2021,17.0
47,2021_9,2021,18.0
9,2021_9,2021,19.0
31,2021_9,2021,20.0
44,2021_10,2021,1.0
16,2021_10,2021,2.0
77,2021_10,2021,3.0
4,2021_10,2021,4.0
3,2021_10,2021,5.0
55,2021_10,2021,6.0
14,2021_10,2021,7.0
18,2021_10,2021,8.0
31,2021_10,2021,9.0
22,2021_10,2021,10.0
10,2021_10,2021,11.0
63,2021_10,2021,12.0
99,2021_10,2021,13.0
6,2021_10,2021,14.0
7,2021_10,2021,15.0
11,2021_10,2021,16.0
9,2021_10,2021,17.0
47,2021_10,2021,18.0
5,2021_10,2021,19.0
33,2021_10,2021,20.0
31,2021_11,2021,1.0
44,2021_11,2021,2.0
55,2021_11,2021,3.0
14,2021_11,2021,4.0
10,2021_11,2021,5.0
22,2021_11,2021,6.0
6,2021_11,2021,7.0
63,2021_11,2021,8.0
33,2021_11,2021,9.0
7,2021_11,2021,10.0
3,2021_11,2021,11.0
47,2021_11,2021,12.0
99,2021_11,2021,13.0
9,2021_11,2021,14.0
4,2021_11,2021,15.0
77,2021_11,2021,16.0
11,2021_11,2021,17.0
16,2021_11,2021,18.0
18,2021_11,2021,19.0
5,2021_11,2021,20.0
33,2021_12,2021,1.0
63,2021_12,2021,2.0
44,2021_12,2021,3.0
3,2021_12,2021,4.0
5,2021_12,2021,5.0
10,2021_12,2021,6.0
31,2021_12,2021,7.0
16,2021_12,2021,8.0
6,2021_12,2021,9.0
55,2021_12,2021,10.0
14,2021_12,2021,11.0
77,2021_12,2021,12.0
99,2021_12,2021,13.0
4,2021_12,2021,14.0
22,2021_12,2021,15.0
47,2021_12,2021,16.0
9,2021_12,2021,17.0
